epoch,itr,loss,time (ms)
epoch,itr,loss,time (ms)
epoch,itr,loss,time (ms)
epoch,itr,loss,time (ms)
1,0,7.90094,1016
2,0,6.77640,873
epoch,itr,loss,time (ms)
1,0,7.90094,1022
2,0,6.77640,869
3,0,7.00572,874
4,0,6.03235,889
epoch,itr,loss,time (ms)
epoch,itr,loss,time (ms)
1,0,1.09654,738
2,0,0.81120,586
3,0,0.96392,584
epoch,itr,loss,time (ms)
1,0,7.90089,1032
2,0,6.77677,901
